WORD	ORIG	RATIO=B2/SUM(B:B)*11451419
牙醫	80	138
出擊	80	138
生子	80	138
用量	80	138
先去	80	138
划算	80	138
多爲	80	138
早起	80	138
有水	80	138
何種	80	138
刪減	80	138
均勻	80	138
巫婆	80	138
技法	80	138
更要	80	138
初審	80	138
尚書	80	138
彼得	80	138
拇指	80	138
拓寬	80	138
易於	80	138
欣慰	80	138
長壽	80	138
則會	80	138
前身	80	138
後到	80	138
後進	80	138
相應	80	138
穿透	80	138
重播	80	138
降爲	80	138
音節	80	138
香氣	80	138
個展	80	138
泰勒	80	138
財力	80	138
副詞	80	138
啓蒙	80	138
將使	80	138
強壯	80	138
從容	80	138
悠遊	80	138
掃瞄	80	138
掉落	80	138
接班	80	138
晚報	80	138
清單	80	138
盛名	80	138
着實	80	138
貨品	80	138
造福	80	138
麻將	80	138
創始	80	138
喫驚	80	138
換新	80	138
無須	80	138
發條	80	138
裁撤	80	138
跑道	80	138
開除	80	138
開銷	80	138
詩集	80	138
對談	80	138
趕在	80	138
蔘見	80	138
鞏固	80	138
黎明	80	138
歷時	80	138
興辦	80	138
縮水	80	138
趨於	80	138
鍼灸	80	138
簡潔	80	138
雙雙	80	138
顛倒	80	138
警力	80	138
一年半	80	138
十四號	80	138
中文系	80	138
天安門	80	138
以後的	80	138
出版商	80	138
史學家	80	138
同意權	80	138
陌生人	80	138
國際級	80	138
捷運局	80	138
教職員	80	138
認真的	80	138
確實有	80	138
證管會	80	138
各行各業	80	138
言論自由	80	138
活動中心	80	138
專案小組	80	138
最高法院	80	138
大便	79	136
大衛	79	136
小林	79	136
小麥	79	136
工部	79	136
已然	79	136
不計	79	136
之多	79	136
內衣	79	136
午夜	79	136
天王	79	136
文山	79	136
充當	79	136
加碼	79	136
卡在	79	136
只用	79	136
可惡	79	136
史前	79	136
四時	79	136
外流	79	136
外頭	79	136
孕婦	79	136
本省	79	136
正爲	79	136
立志	79	136
光大	79	136
再進	79	136
回信	79	136
考績	79	136
血糖	79	136
形勢	79	136
找的	79	136
更名	79	136
沒錢	79	136
角力	79	136
來聽	79	136
函數	79	136
和氣	79	136
拉麪	79	136
放過	79	136
林地	79	136
糾纏	79	136
前去	79	136
指甲	79	136
指派	79	136
施壓	79	136
活上	79	136
炫耀	79	136
秋季	79	136
美德	79	136
容器	79	136
校正	79	136
氣味	79	136
海運	79	136
配樂	79	136
閃爍	79	136
副刊	79	136
域中	79	136
專責	79	136
淡化	79	136
產銷	79	136
盛況	79	136
祭拜	79	136
聊聊	79	136
船長	79	136
通識	79	136
喫得	79	136
富貴	79	136
悲情	79	136
揚言	79	136
換到	79	136
無非	79	136
稍早	79	136
週日	79	136
集水	79	136
傷痕	79	136
意料	79	136
新設	79	136
概要	79	136
溪水	79	136
跳躍	79	136
團圓	79	136
演進	79	136
酷音	79	136
嘲諷	79	136
廟宇	79	136
輪到	79	136
餘地	79	136
擔負	79	136
機房	79	136
燕子	79	136
親情	79	136
聲勢	79	136
醜聞	79	136
難受	79	136
灌木	79	136
癱瘓	79	136
不會在	79	136
五十九	79	136
公賣局	79	136
安理會	79	136
行動劇	79	136
吳健雄	79	136
兩百五	79	136
兩個字	79	136
取決於	79	136
垃圾場	79	136
紅血球	79	136
背後的	79	136
停車位	79	136
停留在	79	136
提高到	79	136
短時間	79	136
傳染病	79	136
資本家	79	136
精神科	79	136
戲劇性	79	136
總共有	79	136
北部地區	79	136
保護主義	79	136
副總經理	79	136
國家安全	79	136
一字	78	135
一章	78	135
二人	78	135
上第	78	135
大發	78	135
不均	78	135
不負	78	135
中將	78	135
五人	78	135
分點	78	135
化身	78	135
手套	78	135
月薪	78	135
出境	78	135
功利	78	135
去玩	78	135
外電	78	135
失控	78	135
平反	78	135
未免	78	135
田園	78	135
企管	78	135
共存	78	135
冰冷	78	135
印表	78	135
年關	78	135
羊肉	78	135
快感	78	135
赤裸	78	135
那部	78	135
奇摩	78	135
忠告	78	135
拍拍	78	135
服藥	78	135
武士	78	135
油煙	78	135
法部	78	135
花花	78	135
侵蝕	78	135
南區	78	135
巷子	78	135
很美	78	135
急忙	78	135
看台	78	135
看護	78	135
限度	78	135
音符	78	135
食材	78	135
香煙	78	135
修女	78	135
娘家	78	135
捉到	78	135
淵源	78	135
混凝	78	135
祭祀	78	135
組件	78	135
規避	78	135
勝過	78	135
景物	78	135
殘留	78	135
爲限	78	135
畫上	78	135
稀飯	78	135
衆議	78	135
跑車	78	135
開墾	78	135
嗜好	78	135
搞笑	78	135
新秀	78	135
新舊	78	135
詩作	78	135
話語	78	135
誠如	78	135
躲在	78	135
運行	78	135
飾品	78	135
圖表	78	135
滴滴	78	135
漸進	78	135
聞到	78	135
裸體	78	135
閣員	78	135
熱忱	78	135
謀殺	78	135
遺體	78	135
頭頂	78	135
舉起	78	135
謙虛	78	135
點綴	78	135
騎車	78	135
魔法	78	135
讓步	78	135
一般性	78	135
一起去	78	135
大西洋	78	135
工業化	78	135
公私立	78	135
代理商	78	135
只能在	78	135
直升機	78	135
研習營	78	135
美好的	78	135
軍公教	78	135
教育學	78	135
最簡單	78	135
傾向於	78	135
歐洲人	78	135
潮間帶	78	135
整體的	78	135
總公司	78	135
講出來	78	135
雙胞胎	78	135
世界各國	78	135
一文	77	133
一戰	77	133
了了	77	133
二級	77	133
三樓	77	133
大四	77	133
小便	77	133
不孕	77	133
不約	77	133
水深	77	133
卡爾	77	133
只見	77	133
打獵	77	133
未見	77	133
全心	77	133
再三	77	133
再造	77	133
合計	77	133
多在	77	133
字號	77	133
成真	77	133
收盤	77	133
有找	77	133
老少	77	133
住房	77	133
冷冷	77	133
冷清	77	133
妥當	77	133
角形	77	133
足足	77	133
兩家	77	133
固執	77	133
姑且	77	133
拚命	77	133
果汁	77	133
沼澤	77	133
法子	77	133
直徑	77	133
金銀	77	133
侵襲	77	133
勉勵	77	133
流暢	77	133
約莫	77	133
若能	77	133
重返	77	133
首位	77	133
原創	77	133
家常	77	133
時鐘	77	133
矩陣	77	133
租用	77	133
起初	77	133
陣雨	77	133
動武	77	133
商會	77	133
寄來	77	133
得票	77	133
得當	77	133
晚飯	77	133
淹水	77	133
逐一	77	133
通緝	77	133
造價	77	133
單調	77	133
寒暑	77	133
就從	77	133
提撥	77	133
插畫	77	133
最先	77	133
港務	77	133
無敵	77	133
牌子	77	133
發問	77	133
華府	77	133
超高	77	133
開獎	77	133
雅集	77	133
搶先	77	133
極少	77	133
裝好	77	133
電費	77	133
慷慨	77	133
樣樣	77	133
稻田	77	133
調解	77	133
養護	77	133
操縱	77	133
濃濃	77	133
鋼筋	77	133
頭銜	77	133
壓低	77	133
環節	77	133
聲請	77	133
賺到	77	133
購屋	77	133
轉診	77	133
懶惰	77	133
老闆娘	77	133
波士頓	77	133
指揮官	77	133
看不見	77	133
范振宗	77	133
烏托邦	77	133
記錄下	77	133
焚化爐	77	133
開發中	77	133
蔘賽者	77	133
蔣經國	77	133
歷史學	77	133
應用在	77	133
不約而同	77	133
兩百五十	77	133
社會科學	77	133
配套措施	77	133
電視節目	77	133
蓬勃發展	77	133
一席	76	131
一棟	76	131
人命	76	131
人稱	76	131
三公	76	131
上岸	76	131
口中	76	131
大二	76	131
不改	76	131
不進	76	131
不關	76	131
中輟	76	131
內陸	76	131
六合	76	131
切身	76	131
手掌	76	131
手寫	76	131
月經	76	131
他到	76	131
出遊	76	131
加進	76	131
未定	76	131
白癡	76	131
冰河	76	131
列舉	76	131
合力	76	131
回檔	76	131
尖端	76	131
成文	76	131
有夠	76	131
自卑	76	131
西歐	76	131
利人	76	131
均有	76	131
技師	76	131
每逢	76	131
辛勞	76	131
奔走	76	131
底部	76	131
拉出	76	131
放榜	76	131
杯葛	76	131
林口	76	131
玩玩	76	131
屋裏	76	131
紅磚	76	131
背負	76	131
要付	76	131
計分	76	131
迫害	76	131
重演	76	131
面具	76	131
修課	76	131
涉案	76	131
能喫	76	131
能幹	76	131
能解	76	131
草屯	76	131
草率	76	131
酒會	76	131
除夕	76	131
假定	76	131
做錯	76	131
崇高	76	131
甜美	76	131
甜甜	76	131
紮實	76	131
規程	76	131
野鳥	76	131
創建	76	131
博愛	76	131
善於	76	131
報價	76	131
場次	76	131
就因	76	131
就地	76	131
復活	76	131
智商	76	131
爲時	76	131
亂象	76	131
當家	76	131
舅舅	76	131
跳脫	76	131
僞裝	76	131
圖說	76	131
對上	76	131
駁回	76	131
審美	76	131
寫完	76	131
樓下	76	131
熱火	76	131
盤旋	76	131
編印	76	131
蝙蝠	76	131
衝刺	76	131
調度	76	131
學士	76	131
頭皮	76	131
還原	76	131
懸掛	76	131
蘇州	76	131
蠟燭	76	131
竊盜	76	131
工業局	76	131
六十六	76	131
方程式	76	131
王建民	76	131
危險性	76	131
安全感	76	131
年齡層	76	131
法律系	76	131
美術系	76	131
容積率	76	131
副主任	76	131
將可以	76	131
幾個人	76	131
無政府	76	131
訴訟法	76	131
新產品	76	131
資本額	76	131
認識到	76	131
歷史性	76	131
一模一樣	76	131
十分之一	76	131
低收入戶	76	131
這些事情	76	131
資源回收	76	131
一季	75	129
一滴	75	129
八大	75	129
大喫	75	129
大廠	75	129
小看	75	129
山歌	75	129
不意	75	129
六位	75	129
分法	75	129
勾勒	75	129
文憑	75	129
水力	75	129
外蒙	75	129
市價	75	129
末端	75	129
本以	75	129
交貨	75	129
再者	75	129
同儕	75	129
地盤	75	129
地鐵	75	129
存取	75	129
守法	75	129
安徽	75	129
年節	75	129
米爾	75	129
但願	75	129
冷卻	75	129
抗原	75	129
佳作	75	129
兩旁	75	129
忠信	75	129
承接	75	129
東沙	75	129
股權	75	129
非凡	75	129
侵權	75	129
保單	75	129
前行	75	129
前鋒	75	129
建中	75	129
施以	75	129
畏懼	75	129
相干	75	129
砍伐	75	129
重鎮	75	129
風扇	75	129
飛翔	75	129
倒楣	75	129
借鏡	75	129
套房	75	129
拿走	75	129
書商	75	129
起眼	75	129
追問	75	129
退化	75	129
送交	75	129
配件	75	129
停在	75	129
常規	75	129
強勁	75	129
從沒	75	129
排球	75	129
推理	75	129
深信	75	129
理智	75	129
眼界	75	129
袋子	75	129
陰謀	75	129
喚醒	75	129
復古	75	129
提過	75	129
散播	75	129
減弱	75	129
畫廊	75	129
越過	75	129
新式	75	129
新穎	75	129
業已	75	129
董監	75	129
遊資	75	129
預見	75	129
慘遭	75	129
綱領	75	129
劉邦	75	129
影集	75	129
數年	75	129
熱衷	75	129
稿子	75	129
蔘訪	75	129
蔬果	75	129
震動	75	129
機種	75	129
歷代	75	129
親朋	75	129
遺失	75	129
擠滿	75	129
糟的	75	129
賽車	75	129
避孕	75	129
檯面	75	129
獵捕	75	129
藍天	75	129
廬山	75	129
穩固	75	129
饅頭	75	129
譽爲	75	129
讚賞	75	129
大型的	75	129
大約是	75	129
大遊行	75	129
方便的	75	129
比起來	75	129
代理人	75	129
生活上	75	129
印表機	75	129
吳伯雄	75	129
表達出	75	129
英格蘭	75	129
紐約市	75	129
理性的	75	129
會計師	75	129
演變成	75	129
說起來	75	129
蔘與者	75	129
總編輯	75	129
蘇建和	75	129
一九九四	75	129
中山大學	75	129
成千上萬	75	129
自然而然	75	129
二十四小時	75	129
十週	74	128
三方	74	128
山人	74	128
山牆	74	128
不振	74	128
五條	74	128
分期	74	128
升遷	74	128
友邦	74	128
文法	74	128
水手	74	128
巨星	74	128
打掃	74	128
未成	74	128
光學	74	128
共生	74	128
向外	74	128
安樂	74	128
年長	74	128
池塘	74	128
百位	74	128
自大	74	128
血統	74	128
佣金	74	128
形體	74	128
役男	74	128
找人	74	128
把手	74	128
兩條	74	128
始於	74	128
抽菸	74	128
旺季	74	128
松下	74	128
沿着	74	128
法源	74	128
狐狸	74	128
直銷	74	128
空運	74	128
南山	74	128
春風	74	128
查看	74	128
祇是	74	128
美商	74	128
美滿	74	128
胃口	74	128
重製	74	128
哺乳	74	128
書籤	74	128
馬車	74	128
高貴	74	128
國情	74	128
帶進	74	128
得過	74	128
捲入	74	128
掏出	74	128
混沌	74	128
通盤	74	128
就等	74	128
植入	74	128
植被	74	128
無常	74	128
短篇	74	128
稅制	74	128
評議	74	128
開到	74	128
黃河	74	128
禁藥	74	128
落入	74	128
過剩	74	128
飼料	74	128
厭惡	74	128
慚愧	74	128
滿目	74	128
精準	74	128
締造	74	128
請見	74	128
質感	74	128
興致	74	128
館藏	74	128
駭客	74	128
營地	74	128
總署	74	128
蹤跡	74	128
難說	74	128
攔截	74	128
觸及	74	128
灌輸	74	128
權勢	74	128
十八歲	74	128
代言人	74	128
台北人	74	128
生活圈	74	128
再怎麼	74	128
各部會	74	128
州政府	74	128
老朋友	74	128
自由派	74	128
受刑人	74	128
青輔會	74	128
重量級	74	128
剛剛在	74	128
旁邊的	74	128
替代役	74	128
華爾街	74	128
製造出	74	128
鄧麗君	74	128
總醫院	74	128
鐵路局	74	128
一年一度	74	128
搜尋引擎	74	128
經濟成長率	74	128
一夜	73	126
上上	73	126
大帝	73	126
大新	73	126
大腿	73	126
女星	73	126
小一	73	126
不加	73	126
中日	73	126
仇恨	73	126
仍在	73	126
公道	73	126
天說	73	126
另有	73	126
交涉	73	126
光光	73	126
名作	73	126
因之	73	126
在記	73	126
老王	73	126
老農	73	126
自力	73	126
何謂	73	126
囤積	73	126
快門	73	126
快遞	73	126
走回	73	126
事事	73	126
來個	73	126
兩成	73	126
兩倍	73	126
受教	73	126
妳們	73	126
往日	73	126
拆遷	73	126
明朝	73	126
果樹	73	126
沿線	73	126
玩法	73	126
長子	73	126
前科	73	126
後門	73	126
挖出	73	126
政法	73	126
泉州	73	126
洗手	73	126
計數	73	126
音波	73	126
娟娟	73	126
拿回	73	126
海嘯	73	126
狹小	73	126
草坪	73	126
夠用	73	126
排骨	73	126
接駁	73	126
掩蓋	73	126
現已	73	126
紳士	73	126
處方	73	126
連橫	73	126
雪山	73	126
單價	73	126
無緣	73	126
筆下	73	126
評比	73	126
週三	73	126
週報	73	126
傳言	73	126
嗩吶	73	126
想再	73	126
搶購	73	126
該用	73	126
跳水	73	126
漢書	73	126
罰則	73	126
嘲笑	73	126
寫照	73	126
徵詢	73	126
數萬	73	126
獎品	73	126
編織	73	126
諒解	73	126
輪胎	73	126
學成	73	126
橋頭	73	126
辦到	73	126
龜山	73	126
幫派	73	126
雖說	73	126
點數	73	126
翻了	73	126
離譜	73	126
鬆綁	73	126
繩子	73	126
類比	73	126
癥結	73	126
歡笑	73	126
讀物	73	126
體溫	73	126
一剎那	73	126
不再是	73	126
公開的	73	126
日內瓦	73	126
司馬遷	73	126
各方面	73	126
好奇心	73	126
走出來	73	126
那些人	73	126
並不能	73	126
後面的	73	126
研考會	73	126
掉下來	73	126
掩埋場	73	126
混凝土	73	126
提案人	73	126
發現到	73	126
著作人	73	126
進出口	73	126
葡萄酒	73	126
電子化	73	126
緊接着	73	126
蔘考書	73	126
雖然說	73	126
一九九六	73	126
十七世紀	73	126
只是爲了	73	126
每一個人	73	126
看得出來	73	126
阿姆斯特丹	73	126
一遍	72	124
二來	72	124
刀子	72	124
下定	72	124
大屯	72	124
大軍	72	124
中介	72	124
中古	72	124
反攻	72	124
太慢	72	124
引誘	72	124
引領	72	124
手語	72	124
世俗	72	124
加稅	72	124
加緊	72	124
包包	72	124
去掉	72	124
打者	72	124
打斷	72	124
本着	72	124
先從	72	124
光了	72	124
好轉	72	124
成天	72	124
成全	72	124
早晚	72	124
有異	72	124
串聯	72	124
冷水	72	124
判刑	72	124
我爸	72	124
見於	72	124
事前	72	124
兩億	72	124
初中	72	124
周刊	72	124
呼呼	72	124
怪物	72	124
明朗	72	124
治家	72	124
法文	72	124
急於	72	124
流向	72	124
美工	72	124
要強	72	124
風靡	72	124
原告	72	124
海內	72	124
特種	72	124
逃離	72	124
偷渡	72	124
勘查	72	124
國劇	72	124
崗位	72	124
張張	72	124
得標	72	124
情意	72	124
探勘	72	124
接見	72	124
盛舉	72	124
荷包	72	124
都發	72	124
喘息	72	124
就打	72	124
殘忍	72	124
痛心	72	124
發成	72	124
著稱	72	124
貼切	72	124
開眼	72	124
微小	72	124
愛人	72	124
罪行	72	124
萬餘	72	124
解體	72	124
資歷	72	124
路燈	72	124
劃出	72	124
對日	72	124
演技	72	124
監管	72	124
舞會	72	124
製程	72	124
認錯	72	124
撥款	72	124
器具	72	124
戰車	72	124
頭兒	72	124
頻傳	72	124
謠言	72	124
鍛鍊	72	124
轉任	72	124
轉往	72	124
轉過	72	124
雙溪	72	124
競標	72	124
覺悟	72	124
鶯歌	72	124
纔要	72	124
一切的	72	124
大幅度	72	124
交朋友	72	124
匈牙利	72	124
好看的	72	124
吸血鬼	72	124
找工作	72	124
技術性	72	124
男主角	72	124
放進去	72	124
果然是	72	124
法新社	72	124
飛行員	72	124
消防隊	72	124
神奇的	72	124
區域性	72	124
救國團	72	124
部份的	72	124
幾分鐘	72	124
開放給	72	124
新政府	72	124
照相機	72	124
運動場	72	124
歐巴馬	72	124
選擇性	72	124
日據時代	72	124
生態環境	72	124
刑事訴訟	72	124
告一段落	72	124
科學研究	72	124
了事	71	123
十來	71	123
大可	71	123
大變	71	123
分支	71	123
分會	71	123
切換	71	123
升的	71	123
反覈	71	123
心動	71	123
出局	71	123
打仗	71	123
生根	71	123
用具	71	123
光彩	71	123
印出	71	123
好些	71	123
存量	71	123
安檢	71	123
有家	71	123
羽球	71	123
自衛	71	123
何嘗	71	123
利害	71	123
忍心	71	123
投身	71	123
投射	71	123
步入	71	123
步伐	71	123
沙國	71	123
走近	71	123
走動	71	123
車頭	71	123
那間	71	123
防疫	71	123
兩方	71	123
取了	71	123
周末	71	123
定可	71	123
定量	71	123
明月	71	123
板塊	71	123
空檔	71	123
金字	71	123
門外	71	123
附上	71	123
非得	71	123
很慢	71	123
很糟	71	123
恰恰	71	123
洞穴	71	123
相見	71	123
約在	71	123
重金	71	123
重覆	71	123
書上	71	123
書架	71	123
書桌	71	123
匿名	71	123
得失	71	123
訪台	71	123
設局	71	123
許許	71	123
連同	71	123
惡魔	71	123
握住	71	123
發報	71	123
紫色	71	123
裁定	71	123
跌倒	71	123
跑步	71	123
黑松	71	123
填補	71	123
新郎	71	123
碰上	71	123
節制	71	123
落到	71	123
裏邊	71	123
補強	71	123
補給	71	123
圖示	71	123
慣性	71	123
旗艦	71	123
漢民	71	123
監委	71	123
辣椒	71	123
酵素	71	123
寫真	71	123
寫給	71	123
廢物	71	123
憧憬	71	123
複句	71	123
調配	71	123
輪廓	71	123
燈籠	71	123
親屬	71	123
錄製	71	123
餐桌	71	123
餐會	71	123
檜木	71	123
縱橫	71	123
總量	71	123
繁多	71	123
賽跑	71	123
避難	71	123
鞠躬	71	123
擺設	71	123
歸到	71	123
翻成	71	123
轉錄	71	123
警惕	71	123
羈押	71	123
一分鐘	71	123
十六號	71	123
十週年	71	123
大約有	71	123
子公司	71	123
工學院	71	123
中學生	71	123
六十二	71	123
比較像	71	123
他不是	71	123
只是說	71	123
布農族	71	123
伊斯蘭	71	123
自信心	71	123
至少在	71	123
保證金	71	123
病媒蚊	71	123
站出來	71	123
教育法	71	123
清華園	71	123
殘障者	71	123
爲中心	71	123
發電廠	71	123
買東西	71	123
當然有	71	123
解析度	71	123
認爲說	71	123
誤以爲	71	123
數據機	71	123
編譯館	71	123
療養院	71	123
總冠軍	71	123
膽固醇	71	123
雖然在	71	123
權利金	71	123
一點也不	71	123
二氧化碳	71	123
小心翼翼	71	123
五分之一	71	123
國營事業	71	123
一碗	70	121
人中	70	121
入手	70	121
三段	70	121
三壘	70	121
上架	70	121
不妥	70	121
不快	70	121
中性	70	121
中看	70	121
升起	70	121
反毒	70	121
天人	70	121
文壇	70	121
木板	70	121
火花	70	121
片名	70	121
世新	70	121
出清	70	121
出場	70	121
加分	70	121
北一	70	121
去到	70	121
古早	70	121
可取	70	121
外掛	70	121
失調	70	121
正向	70	121
民宅	70	121
丟棄	70	121
交替	70	121
合同	70	121
同爲	70	121
同類	70	121
吐出	70	121
尖山	70	121
有幸	70	121
色系	70	121
行家	70	121
行進	70	121
西岸	70	121
位址	70	121
佔了	70	121
吸菸	70	121
改由	70	121
男的	70	121
走訪	70	121
身兼	70	121
身價	70	121
那年	70	121
到此	70	121
取用	70	121
受邀	70	121
固有	70	121
坦克	70	121
延宕	70	121
延誤	70	121
怪獸	70	121
所見	70	121
明代	70	121
油脂	70	121
注視	70	121
版圖	70	121
肺癌	70	121
近視	70	121
金星	70	121
長相	70	121
青山	70	121
前言	70	121
背包	70	121
重力	70	121
重傷	70	121
原型	70	121
挪威	70	121
氣憤	70	121
海灣	70	121
病逝	70	121
笑了	70	121
純樸	70	121
追趕	70	121
退的	70	121
停工	70	121
停頓	70	121
區塊	70	121
婚後	70	121
專櫃	70	121
掩飾	70	121
連忙	70	121
都來	70	121
雪地	70	121
備忘	70	121
就回	70	121
就近	70	121
幾家	70	121
棉花	70	121
評覈	70	121
損傷	70	121
經學	70	121
運費	70	121
過海	70	121
過量	70	121
電燈	70	121
頑皮	70	121
壽山	70	121
撤出	70	121
瑣碎	70	121
肇事	70	121
誤差	70	121
遣返	70	121
廢話	70	121
廣闊	70	121
盤子	70	121
蔘照	70	121
衝撞	70	121
請辭	70	121
壁畫	70	121
學力	70	121
憑着	70	121
興盛	70	121
選單	70	121
濕地	70	121
繁複	70	121
臉孔	70	121
鮪魚	70	121
職籃	70	121
簽下	70	121
識字	70	121
蹺家	70	121
礦工	70	121
體檢	70	121
一些事	70	121
一萬多	70	121
二百五	70	121
十一個	70	121
十一萬	70	121
十七歲	70	121
千萬元	70	121
不夠的	70	121
六十多	70	121
它們的	70	121
正式的	70	121
正面的	70	121
百分點	70	121
我還有	70	121
使命感	70	121
垃圾桶	70	121
或是說	70	121
拍電影	70	121
明年的	70	121
建設局	70	121
施明德	70	121
染色體	70	121
省政府	70	121
紅外線	70	121
旅遊業	70	121
國際觀	70	121
就只能	70	121
港務局	70	121
鼻咽癌	70	121
共襄盛舉	70	121
地方法院	70	121
醫護人員	70	121
一幕	69	119
一齊	69	119
人主	69	119
上流	69	119
口試	69	119
大臣	69	119
大馬	69	119
大勝	69	119
大肆	69	119
小巷	69	119
不息	69	119
中鋒	69	119
升爲	69	119
太晚	69	119
支應	69	119
文革	69	119
木雕	69	119
水池	69	119
水龍	69	119
牛郎	69	119
付給	69	119
出產	69	119
出獄	69	119
北歐	69	119
布料	69	119
平溪	69	119
打發	69	119
甘蔗	69	119
丟給	69	119
仲裁	69	119
先用	69	119
先例	69	119
全天	69	119
同音	69	119
名氣	69	119
字詞	69	119
安安	69	119
成家	69	119
成對	69	119
有味	69	119
此行	69	119
佛法	69	119
作息	69	119
利基	69	119
含糊	69	119
沉船	69	119
姐妹	69	119
委任	69	119
底片	69	119
拆開	69	119
拉近	69	119
放電	69	119
河牀	69	119
治癒	69	119
近乎	69	119
金鍼	69	119
厚厚	69	119
室友	69	119
持久	69	119
活絡	69	119
洽詢	69	119
流連	69	119
甚多	69	119
相識	69	119
省錢	69	119
看中	69	119
計價	69	119
香檳	69	119
哪種	69	119
氣管	69	119
病痛	69	119
破解	69	119
除役	69	119
動到	69	119
採樣	69	119
梯次	69	119
產能	69	119
組裝	69	119
貨車	69	119
都受	69	119
魚塭	69	119
鹿港	69	119
傑克	69	119
提振	69	119
曾有	69	119
發財	69	119
童工	69	119
結成	69	119
貼心	69	119
開關	69	119
順應	69	119
黑盒	69	119
幹掉	69	119
愈多	69	119
搭上	69	119
新詩	69	119
溫室	69	119
裝在	69	119
道出	69	119
徵稅	69	119
德文	69	119
樂府	69	119
請願	69	119
論戰	69	119
踏入	69	119
踏出	69	119
鄭重	69	119
諱言	69	119
禪師	69	119
顆粒	69	119
藍綠	69	119
鹽水	69	119
不但是	69	119
不怎麼	69	119
主體性	69	119
只要在	69	119
民族學	69	119
申請人	69	119
自救會	69	119
自然界	69	119
享受到	69	119
京華城	69	119
命名爲	69	119
咖啡館	69	119
非正式	69	119
相思樹	69	119
計算機	69	119
第二節	69	119
換言之	69	119
發起人	69	119
過去了	69	119
賓拉登	69	119
顯然是	69	119
工商時報	69	119
中華民族	69	119
文藝復興	69	119
有期徒刑	69	119
呈現出來	69	119
許許多多	69	119
一票	68	117
一環	68	117
上人	68	117
口吻	68	117
子路	68	117
小販	68	117
互惠	68	117
五行	68	117
內線	68	117
公害	68	117
公館	68	117
分院	68	117
切斷	68	117
天母	68	117
太郎	68	117
引入	68	117
水牛	68	117
父權	68	117
牛角	68	117
去去	68	117
去思	68	117
甘肅	68	117
生過	68	117
石板	68	117
示意	68	117
企畫	68	117
先在	68	117
列管	68	117
同感	68	117
名言	68	117
在即	68	117
而會	68	117
自傳	68	117
作多	68	117
忘卻	68	117
抑或	68	117
更生	68	117
李家	68	117
沒去	68	117
育嬰	68	117
亞軍	68	117
供奉	68	117
供電	68	117
依依	68	117
妳是	68	117
定論	68	117
延攬	68	117
往常	68	117
抱負	68	117
拉到	68	117
服氣	68	117
林旺	68	117
爬到	68	117
爭吵	68	117
肩負	68	117
長成	68	117
雨天	68	117
則爲	68	117
南管	68	117
咳嗽	68	117
很愛	68	117
急迫	68	117
科大	68	117
茄苳	68	117
重來	68	117
面會	68	117
風聲	68	117
哪邊	68	117
套用	68	117
套餐	68	117
家政	68	117
時事	68	117
消去	68	117
特約	68	117
留着	68	117
純真	68	117
脈動	68	117
高年	68	117
高架	68	117
副署	68	117
動亂	68	117
探視	68	117
望着	68	117
桿菌	68	117
烹飪	68	117
理好	68	117
眼裏	68	117
造物	68	117
備有	68	117
報刊	68	117
揭發	68	117
晶體	68	117
暑期	68	117
無視	68	117
硬幣	68	117
勤勞	68	117
想你	68	117
想見	68	117
想家	68	117
搬出	68	117
新疆	68	117
筷子	68	117
羣聚	68	117
腳本	68	117
葫蘆	68	117
誠品	68	117
運河	68	117
鉛筆	68	117
隔絕	68	117
預報	68	117
實業	68	117
漁工	68	117
增訂	68	117
墳墓	68	117
暴漲	68	117
請客	68	117
論調	68	117
賣力	68	117
遷徙	68	117
學得	68	117
憲兵	68	117
樸實	68	117
錢包	68	117
頭條	68	117
龍潭	68	117
償還	68	117
戲團	68	117
臉部	68	117
鮮花	68	117
禮服	68	117
翻身	68	117
翻新	68	117
觸角	68	117
譯本	68	117
十月份	68	117
十四歲	68	117
十年後	68	117
大理石	68	117
分析師	68	117
文學獎	68	117
古老的	68	117
可不是	68	117
市公所	68	117
生產性	68	117
交流道	68	117
死亡率	68	117
那邊的	68	117
季後賽	68	117
後來的	68	117
政治家	68	117
根本是	68	117
張老師	68	117
教師會	68	117
黑盒子	68	117
當然會	68	117
經紀人	68	117
農曆年	68	117
管理員	68	117
讀書會	68	117
一天到晚	68	117
三百六十	68	117
主要原因	68	117
交通工具	68	117
副祕書長	68	117
獨一無二	68	117
一想	67	116
人種	67	116
上牀	67	116
大火	67	116
已知	67	116
之於	67	116
內褲	67	116
太會	67	116
戶政	67	116
日幣	67	116
王朝	67	116
出錯	67	116
北邊	67	116
打中	67	116
民心	67	116
犯錯	67	116
名將	67	116
向日	67	116
地瓜	67	116
多關	67	116
成行	67	116
自得	67	116
自豪	67	116
行時	67	116
佔用	67	116
夾雜	67	116
局限	67	116
我被	67	116
找得	67	116
改以	67	116
防曬	67	116
來上	67	116
兒科	67	116
取捨	67	116
和服	67	116
店內	67	116
抹黑	67	116
林業	67	116
治好	67	116
波灣	67	116
知己	67	116
便捷	67	116
南人	67	116
政績	67	116
既是	67	116
洶湧	67	116
相愛	67	116
祈福	67	116
科幻	67	116
約旦	67	116
致死	67	116
茁壯	67	116
要錢	67	116
香山	67	116
哪來	67	116
座椅	67	116
海濱	67	116
烏龜	67	116
特考	67	116
神氣	67	116
笑說	67	116
草擬	67	116
追加	67	116
高原	67	116
問政	67	116
堅守	67	116
